Município;2021/Jan;2021/Fev;2021/Mar;2021/Abr;2021/Mai;2021/Jun;2021/Jul;2021/Ago;2021/Set;2021/Out;2021/Nov;2021/Dez;2022/Jan;2022/Fev;2022/Mar;2022/Abr;2022/Mai;2022/Jun;2022/Jul;2022/Ago
280430 MURIBECA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280440 NEOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280445 NOSSA SENHORA APARECIDA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280450 NOSSA SENHORA DA GLORIA;9;18;37;33;62;48;15;5;4;5;4;7;4;8;9;14;7;6;-;-
280460 NOSSA SENHORA DAS DORES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280470 NOSSA SENHORA DE LOURDES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280480 NOSSA SENHORA DO SOCORRO;51;40;103;104;95;58;19;18;13;14;10;11;40;28;12;13;21;19;15;-
280490 PACATUBA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280500 PEDRA MOLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280510 PEDRINHAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280520 PINHAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280530 PIRAMBU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280540 POCO REDONDO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280550 POCO VERDE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280560 PORTO DA FOLHA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280570 PROPRIA;20;24;46;53;57;56;21;10;9;8;4;6;13;13;5;12;9;13;23;3
280580 RIACHAO DO DANTAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280590 RIACHUELO;16;6;10;12;28;7;16;14;8;14;3;8;4;11;20;27;15;22;7;-
280600 RIBEIROPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280610 ROSARIO DO CATETE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280620 SALGADO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280630 SANTA LUZIA DO ITANHY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280640 SANTANA DO SAO FRANCISCO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280650 SANTA ROSA DE LIMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280660 SANTO AMARO DAS BROTAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280670 SAO CRISTOVAO;8;12;38;57;59;31;14;5;4;4;4;3;19;15;2;9;11;10;15;-
280680 SAO DOMINGOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280690 SAO FRANCISCO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280700 SAO MIGUEL DO ALEIXO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280710 SIMAO DIAS;-;-;-;-;-;-;-;-;1;2;7;4;6;3;4;1;6;3;3;3
280720 SIRIRI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280730 TELHA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280740 TOBIAS BARRETO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280750 TOMAR DO GERU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280760 UMBAUBA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290010 ABAIRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290020 ABARE;1;1;-;5;3;4;3;4;-;2;3;2;2;1;4;2;1;7;5;5
290030 ACAJUTIBA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290035 ADUSTINA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290040 AGUA FRIA;1;1;1;4;5;3;2;1;1;2;-;-;1;1;-;-;1;-;-;1
290050 ERICO CARDOSO;1;1;2;-;-;1;-;1;5;5;-;2;3;-;3;2;1;1;1;2
290060 AIQUARA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290070 ALAGOINHAS;61;59;63;55;61;65;42;27;24;40;42;32;42;36;21;22;9;-;-;-
290080 ALCOBACA;5;7;7;14;9;5;4;5;1;7;8;8;3;3;5;3;9;-;-;-
290090 ALMADINA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290100 AMARGOSA;3;10;16;7;13;24;9;4;1;3;3;4;4;12;5;3;6;4;-;-
290110 AMELIA RODRIGUES;-;-;2;5;7;8;5;2;2;1;-;-;-;1;-;1;-;-;-;-
290115 AMERICA DOURADA;5;5;12;16;6;4;4;7;6;2;5;5;6;6;3;8;4;3;3;-
290120 ANAGE;1;3;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-
290130 ANDARAI;1;7;5;5;2;4;4;6;2;1;-;2;2;1;1;2;4;-;-;-
290135 ANDORINHA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290140 ANGICAL;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-
290150 ANGUERA;1;4;7;1;4;8;3;-;-;4;-;4;11;1;1;1;3;-;1;2
290160 ANTAS;41;30;18;31;33;38;26;26;13;17;32;33;68;42;53;81;66;43;45;31
290170 ANTONIO CARDOSO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290180 ANTONIO GONCALVES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290190 APORA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290195 APUAREMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290200 ARACATU;1;-;4;2;-;2;2;2;-;-;1;3;2;2;1;1;-;-;2;-
290205 ARACAS;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;3;1;-
290210 ARACI;4;5;3;4;8;3;11;9;6;3;2;5;7;4;2;7;5;4;3;4
290220 ARAMARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290225 ARATACA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290230 ARATUIPE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290240 AURELINO LEAL;39;35;64;17;43;33;25;32;28;37;53;34;42;26;35;14;67;34;27;23
290250 BAIANOPOLIS;-;-;3;8;2;3;7;9;14;5;3;6;2;6;1;-;-;-;-;-
290260 BAIXA GRANDE;2;4;1;1;3;-;4;1;3;3;4;7;4;3;4;3;10;4;1;1
290265 BANZAE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290270 BARRA;25;21;49;26;35;41;21;22;14;14;12;7;31;19;7;5;9;8;2;1
290280 BARRA DA ESTIVA;4;11;7;20;42;28;34;7;12;7;12;15;12;21;14;13;10;3;3;1
290290 BARRA DO CHOCA;11;25;29;16;6;1;3;2;6;5;4;6;7;11;3;3;2;-;-;-
290300 BARRA DO MENDES;12;12;5;9;9;11;10;10;5;6;6;7;15;8;1;11;8;17;4;1
290310 BARRA DO ROCHA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290320 BARREIRAS;63;92;241;351;409;228;155;85;52;55;33;44;113;49;37;35;47;63;27;3
290323 BARRO ALTO;33;27;29;18;27;18;18;26;24;18;18;23;23;18;28;10;6;-;-;-
290327 BARROCAS;9;25;13;5;15;4;4;1;9;6;5;5;6;5;6;5;5;1;1;1
290330 BARRO PRETO;-;-;1;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-
290340 BELMONTE;12;13;19;7;25;18;10;19;10;12;13;8;16;5;6;5;10;7;5;3
290350 BELO CAMPO;6;8;11;12;7;7;2;-;2;-;-;2;6;2;1;-;-;2;2;1
290360 BIRITINGA;-;1;-;-;1;-;-;1;5;1;-;2;3;-;2;1;-;2;1;-
290370 BOA NOVA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290380 BOA VISTA DO TUPIM;2;2;1;-;-;-;1;-;-;1;2;4;1;1;-;1;-;1;-;-
290390 BOM JESUS DA LAPA;35;32;39;78;82;93;76;41;15;18;10;14;32;26;9;12;8;13;12;3
290395 BOM JESUS DA SERRA;4;2;2;2;3;7;-;3;2;2;2;3;2;5;4;2;-;-;-;-
290400 BONINAL;3;6;2;5;7;4;2;9;7;3;6;6;1;2;3;4;1;3;2;-
290405 BONITO;8;9;9;9;11;9;3;4;3;8;18;-;11;8;13;16;9;6;4;6
290410 BOQUIRA;3;4;11;5;9;12;14;5;1;2;1;3;1;5;3;2;3;3;6;2
290420 BOTUPORA;2;5;2;3;2;3;7;3;1;3;1;-;4;3;2;-;2;5;2;-
290430 BREJOES;2;4;8;2;5;13;13;8;1;2;3;6;5;5;8;4;3;10;7;4
290440 BREJOLANDIA;1;1;2;1;2;2;-;-;1;4;-;1;1;-;1;1;1;2;-;1
290450 BROTAS DE MACAUBAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290460 BRUMADO;32;24;42;39;70;65;75;54;23;18;19;27;40;39;35;39;35;29;11;11
290470 BUERAREMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290475 BURITIRAMA;11;9;10;12;14;4;9;10;11;11;12;8;16;17;11;19;17;21;12;17
290480 CAATIBA;1;3;-;3;6;-;-;1;2;3;3;1;1;-;-;-;-;-;-;-
290485 CABACEIRAS DO PARAGUACU;-;-;-;-;1;1;1;4;2;-;-;-;-;-;-;-;-;-;-;-
290490 CACHOEIRA;13;12;14;12;12;6;6;3;2;3;6;13;22;8;2;6;5;5;7;2
290500 CACULE;7;3;4;12;6;2;4;4;7;6;4;9;3;8;10;8;5;3;5;5
290510 CAEM;21;8;15;10;5;6;7;6;10;20;6;18;14;12;6;8;13;14;9;7
290515 CAETANOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290520 CAETITE;24;16;77;91;125;153;119;61;20;27;28;28;82;56;33;34;23;27;28;12
290530 CAFARNAUM;11;12;8;8;15;7;10;7;6;10;6;13;12;8;5;11;10;9;4;2
290540 CAIRU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290550 CALDEIRAO GRANDE;20;16;16;14;25;28;29;20;26;23;15;21;25;17;27;17;20;25;22;13
290560 CAMACAN;60;17;60;101;117;78;46;18;17;18;38;49;75;50;28;33;26;23;10;4
290570 CAMACARI;6;4;48;73;153;151;61;14;3;9;5;6;3;4;8;8;9;4;-;-
290580 CAMAMU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;9;12;6;10;9
290590 CAMPO ALEGRE DE LOURDES;29;23;57;49;60;45;28;31;34;27;22;25;37;12;24;34;16;15;8;-
290600 CAMPO FORMOSO;39;55;89;90;104;73;46;37;23;26;24;50;59;53;20;21;18;27;17;12
290610 CANAPOLIS;10;2;9;9;16;10;6;6;11;8;7;2;15;5;4;4;4;5;3;1
290620 CANARANA;14;16;7;15;17;14;10;7;5;11;10;20;21;7;15;8;9;9;9;-
290630 CANAVIEIRAS;-;5;13;5;7;6;9;4;4;3;4;4;5;10;4;6;6;7;7;-
290640 CANDEAL;-;1;-;-;-;1;2;2;-;2;2;-;1;2;-;-;-;-;-;-
290650 CANDEIAS;21;36;46;38;25;31;14;10;10;7;10;9;4;8;11;7;8;10;4;3
290660 CANDIBA;9;6;44;18;8;15;20;13;5;2;4;10;7;2;9;5;3;6;1;1
290670 CANDIDO SALES;-;2;1;2;1;2;1;1;-;-;1;1;4;1;1;1;2;1;-;-
290680 CANSANCAO;25;23;44;34;36;32;25;22;17;12;26;24;24;27;17;20;16;8;27;19
290682 CANUDOS;4;4;3;1;6;3;2;2;2;2;3;4;-;3;7;7;1;5;3;5
290685 CAPELA DO ALTO ALEGRE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290687 CAPIM GROSSO;6;5;5;3;4;13;12;6;9;9;4;5;12;7;5;4;4;7;7;3
290689 CARAIBAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290690 CARAVELAS;6;5;5;2;11;6;5;4;1;2;4;5;7;4;2;4;5;1;4;2
290700 CARDEAL DA SILVA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290710 CARINHANHA;6;4;2;5;8;14;14;4;-;5;2;12;5;11;10;7;9;5;2;-
290720 CASA NOVA;5;4;6;3;-;3;6;6;3;4;7;10;2;12;9;11;11;8;5;-
290730 CASTRO ALVES;-;2;6;9;20;7;5;7;-;1;1;5;5;9;2;1;-;1;5;-
290740 CATOLANDIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290750 CATU;17;37;33;18;30;42;20;11;12;13;12;7;7;9;9;8;7;10;8;-
290755 CATURAMA;5;2;8;9;6;1;3;5;2;-;-;2;3;3;3;3;1;2;1;-
290760 CENTRAL;12;6;5;12;9;3;2;2;2;1;2;2;3;2;4;1;3;1;-;-
290770 CHORROCHO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290780 CICERO DANTAS;20;18;22;22;30;39;31;13;8;4;-;-;12;11;4;3;5;1;-;-
290790 CIPO;6;3;2;8;7;7;14;8;6;3;3;2;1;7;1;9;7;9;4;2
290800 COARACI;-;-;1;2;1;3;-;2;-;2;4;2;4;1;1;-;1;-;-;-
290810 COCOS;29;28;26;36;55;37;33;34;34;40;36;28;31;35;36;43;38;31;36;37
290820 CONCEICAO DA FEIRA;-;-;-;-;-;36;8;1;6;2;-;3;5;4;-;-;-;-;-;-
290830 CONCEICAO DO ALMEIDA;7;10;15;20;13;17;16;6;5;5;3;16;17;3;2;3;7;-;2;2
290840 CONCEICAO DO COITE;19;19;25;23;43;21;22;15;24;16;24;29;17;21;20;27;23;19;22;-
290850 CONCEICAO DO JACUIPE;4;8;17;11;18;23;11;2;4;4;3;6;15;4;3;1;-;-;-;-
290860 CONDE;1;1;-;-;-;2;1;-;1;-;-;-;-;1;1;-;1;2;3;2
290870 CONDEUBA;9;6;7;7;41;16;5;1;1;2;1;1;8;4;1;2;2;1;-;2
290880 CONTENDAS DO SINCORA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290890 CORACAO DE MARIA;13;1;8;8;10;13;2;7;8;7;6;11;7;5;6;6;2;5;10;4
290900 CORDEIROS;8;6;7;6;3;6;1;2;2;-;-;2;3;1;2;2;2;-;-;-
290910 CORIBE;1;5;6;8;12;10;1;13;2;4;10;-;1;4;3;2;9;5;4;-
290920 CORONEL JOAO SA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290930 CORRENTINA;43;35;28;59;69;58;31;34;20;35;34;23;30;49;49;17;21;31;15;26
290940 COTEGIPE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290950 CRAVOLANDIA;27;18;15;37;36;22;26;25;24;25;35;38;44;15;29;22;21;17;19;19
290960 CRISOPOLIS;2;1;-;3;-;2;3;3;3;1;1;2;3;-;1;1;5;4;1;4
290970 CRISTOPOLIS;36;76;88;77;84;119;116;88;91;92;89;63;74;54;56;75;67;65;55;80
290980 CRUZ DAS ALMAS;2;3;3;4;4;5;7;10;3;7;7;4;7;3;6;2;6;-;-;-
290990 CURACA;15;14;12;17;23;25;29;28;23;19;20;26;52;29;27;15;17;3;-;-
291000 DARIO MEIRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291005 DIAS D'AVILA;2;42;64;11;8;10;6;3;4;2;6;4;22;2;1;3;2;4;-;2
291010 DOM BASILIO;3;5;9;8;13;1;1;3;3;2;7;4;3;-;1;-;1;3;-;1
291020 DOM MACEDO COSTA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291030 ELISIO MEDRADO;1;-;1;-;1;5;1;1;1;2;1;1;2;-;1;1;-;-;3;-
291040 ENCRUZILHADA;11;11;6;10;10;12;6;4;11;10;7;7;13;7;5;11;6;-;-;-
291050 ENTRE RIOS;-;4;9;7;14;4;3;4;4;2;1;2;3;4;-;3;2;6;8;2
291060 ESPLANADA;5;7;9;4;11;4;1;1;7;7;6;4;2;7;5;4;3;3;5;2
291070 EUCLIDES DA CUNHA;11;20;8;9;18;51;26;25;13;20;16;12;16;24;23;18;12;19;13;10
291072 EUNAPOLIS;79;86;162;168;188;223;139;41;27;45;60;59;69;63;27;42;29;21;14;-
291075 FATIMA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291077 FEIRA DA MATA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291080 FEIRA DE SANTANA;306;363;514;557;614;563;363;243;194;184;181;189;214;162;200;137;109;24;21;18
291085 FILADELFIA;7;2;11;9;9;4;7;3;4;2;2;2;17;-;7;5;2;3;2;-
291090 FIRMINO ALVES;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291100 FLORESTA AZUL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291110 FORMOSA DO RIO PRETO;38;39;44;66;74;84;80;84;72;89;71;74;66;79;-;-;10;-;-;-
291120 GANDU;5;1;1;3;2;3;5;8;3;4;5;5;11;7;13;5;17;3;-;-
291125 GAVIAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291130 GENTIO DO OURO;3;8;10;10;12;14;2;-;1;-;2;3;-;4;1;1;2;2;2;-
291140 GLORIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291150 GONGOGI;1;5;2;1;7;9;-;2;3;1;1;3;2;4;5;-;3;2;-;1
291160 GOVERNADOR MANGABEIRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291165 GUAJERU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291170 GUANAMBI;19;25;49;38;45;41;41;30;23;28;19;41;45;35;32;49;37;29;32;4
291180 GUARATINGA;14;6;7;7;6;16;7;-;1;9;3;6;7;10;9;4;-;5;2;-
291185 HELIOPOLIS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291190 IACU;1;3;1;4;12;12;7;-;3;3;3;2;6;2;-;-;-;-;-;-
291200 IBIASSUCE;8;7;11;8;12;9;17;9;5;3;12;10;22;1;5;7;3;5;4;4
291210 IBICARAI;4;7;8;4;-;-;3;1;5;2;1;1;7;1;2;6;5;6;4;2
291220 IBICOARA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291230 IBICUI;-;1;-;2;-;-;5;-;1;-;2;2;2;-;1;-;3;-;-;-
291240 IBIPEBA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;3;1
291250 IBIPITANGA;-;2;-;1;-;3;15;7;5;4;3;4;8;11;6;2;-;4;3;-
291260 IBIQUERA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291270 IBIRAPITANGA;33;48;42;23;24;32;28;23;36;47;41;29;21;26;21;27;28;16;21;32
291280 IBIRAPUA;8;5;10;20;7;9;9;4;4;11;2;5;16;4;4;5;1;2;1;3
291290 IBIRATAIA;43;29;15;34;26;17;10;19;21;32;15;17;11;10;13;18;41;22;15;15
291300 IBITIARA;17;7;19;22;22;24;17;8;10;11;63;36;30;14;7;8;10;16;23;-
291310 IBITITA;4;1;4;4;2;1;1;-;1;-;1;2;1;-;1;1;3;-;-;-
291320 IBOTIRAMA;3;2;24;25;27;20;15;9;10;4;7;17;14;11;3;2;6;5;-;-
291330 ICHU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291340 IGAPORA;10;12;20;12;11;10;6;3;5;2;3;5;4;8;4;1;6;2;3;3
291345 IGRAPIUNA;10;10;9;5;5;4;3;7;7;8;8;-;6;4;10;-;2;3;2;9
291350 IGUAI;67;82;72;73;56;77;59;42;48;55;55;34;55;70;41;36;46;48;51;63
291360 ILHEUS;302;295;589;351;431;419;276;165;180;182;208;224;290;226;226;172;158;176;211;110
291370 INHAMBUPE;1;1;-;1;-;1;-;2;1;6;4;3;1;8;1;-;-;-;2;2
291380 IPECAETA;-;-;-;-;-;2;1;-;-;-;-;1;-;-;1;2;-;-;-;-
291390 IPIAU;50;63;73;68;55;69;52;45;28;40;34;31;35;27;38;21;29;28;13;8
291400 IPIRA;-;-;1;1;5;1;2;3;3;5;5;1;3;3;2;1;3;6;7;-
291410 IPUPIARA;-;-;-;-;1;4;-;7;1;-;-;2;1;1;-;-;-;1;-;-
291420 IRAJUBA;15;19;16;8;20;7;13;12;11;10;17;38;31;19;11;9;8;7;7;16
291430 IRAMAIA;31;20;24;23;28;24;18;21;23;17;21;21;14;18;11;9;7;18;14;14
291440 IRAQUARA;18;23;22;18;15;10;11;11;11;21;24;27;11;10;7;12;14;11;12;14
291450 IRARA;4;-;-;2;-;9;2;1;1;1;1;2;-;1;2;1;2;4;-;-
291460 IRECE;44;43;52;53;60;51;50;20;19;24;46;31;43;54;31;28;11;4;-;-
291465 ITABELA;16;22;26;15;13;20;29;12;9;7;8;9;9;7;5;12;8;6;-;-
291470 ITABERABA;24;47;74;72;85;95;64;61;35;53;33;45;64;47;6;14;7;10;11;1
291480 ITABUNA;145;181;238;249;290;261;211;111;79;79;97;130;120;119;85;79;117;103;71;4
291490 ITACARE;8;4;2;3;2;1;6;7;7;14;11;5;9;8;6;9;25;14;7;-
291500 ITAETE;-;2;3;-;1;4;1;-;1;-;-;1;1;1;2;2;2;-;-;-
291510 ITAGI;1;-;-;2;1;1;1;-;1;-;-;1;3;1;-;1;2;4;-;-
291520 ITAGIBA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291530 ITAGIMIRIM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291535 ITAGUACU DA BAHIA;4;5;6;6;2;4;2;4;6;6;-;13;8;3;3;5;1;2;5;2
291540 ITAJU DO COLONIA;4;8;3;4;4;-;1;3;4;-;2;3;2;3;5;5;1;1;-;2
291550 ITAJUIPE;69;73;72;96;64;74;110;62;84;73;81;84;86;100;95;59;85;79;78;96
291560 ITAMARAJU;21;22;48;98;86;51;40;23;9;26;37;56;63;23;32;16;11;7;-;-
291570 ITAMARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291580 ITAMBE;3;10;31;27;21;18;20;6;7;8;19;7;15;13;15;16;17;11;14;10
291590 ITANAGRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291600 ITANHEM;14;17;14;6;13;13;12;8;13;7;13;4;12;8;10;10;7;9;9;2
291610 ITAPARICA;12;12;23;13;32;14;13;5;8;6;5;5;16;9;4;5;7;10;9;5
291620 ITAPE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291630 ITAPEBI;2;5;-;1;-;1;5;2;7;3;1;-;1;3;5;2;2;5;7;-
291640 ITAPETINGA;9;14;9;4;16;8;11;6;12;10;24;17;19;22;25;17;16;20;16;9
291650 ITAPICURU;2;2;5;7;12;14;12;17;19;17;20;24;10;22;24;20;14;32;34;9
291660 ITAPITANGA;-;3;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-
291670 ITAQUARA;10;16;9;14;6;9;3;3;8;4;4;10;15;12;14;5;10;5;5;6
291680 ITARANTIM;14;7;12;3;5;11;13;9;9;3;9;15;10;11;12;6;2;9;9;12
291685 ITATIM;3;2;2;3;7;10;10;5;5;4;-;2;5;1;3;1;1;1;1;-
291690 ITIRUCU;42;53;70;54;46;41;38;28;29;47;49;32;28;52;55;42;40;41;45;35
291700 ITIUBA;17;9;31;20;20;16;10;8;14;5;7;5;21;8;7;7;13;7;5;1
291710 ITORORO;41;16;31;13;15;10;11;27;15;15;11;21;24;22;10;16;7;8;24;12
291720 ITUACU;3;2;1;1;2;4;-;2;3;1;3;4;3;3;2;1;2;3;-;1
291730 ITUBERA;2;2;4;5;3;2;1;3;4;4;1;3;5;3;5;1;2;2;4;5
291733 IUIU;3;2;-;2;1;-;1;-;1;-;-;-;-;-;-;1;1;-;-;-
291735 JABORANDI;2;3;2;10;11;6;14;6;-;10;2;2;5;2;6;4;3;-;-;-
291740 JACARACI;11;10;7;4;6;10;5;2;4;4;6;7;15;8;2;2;4;3;6;4
291750 JACOBINA;35;45;84;68;97;73;60;24;22;30;31;43;41;38;15;14;22;21;17;5
291760 JAGUAQUARA;8;10;6;5;3;5;6;8;-;-;5;-;4;-;-;1;-;-;-;-
291770 JAGUARARI;10;4;9;6;19;12;6;7;10;6;1;5;12;10;4;5;5;9;5;4
291780 JAGUARIPE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291790 JANDAIRA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291800 JEQUIE;156;238;230;238;262;309;196;105;41;44;30;45;108;74;22;32;27;63;107;12
291810 JEREMOABO;-;-;-;-;-;10;4;5;1;1;2;2;5;1;3;-;3;6;1;4
291820 JIQUIRICA;-;2;7;1;8;8;8;3;2;3;1;4;6;4;3;3;4;4;3;11
291830 JITAUNA;7;11;4;5;5;5;6;4;1;2;1;1;2;1;4;2;-;3;7;-
291835 JOAO DOURADO;4;2;1;2;2;2;2;2;3;3;4;6;5;19;4;5;6;6;5;3
291840 JUAZEIRO;47;102;163;162;128;111;68;43;39;47;42;51;63;38;25;26;31;27;35;12
291845 JUCURUCU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291850 JUSSARA;7;16;5;14;5;4;15;10;9;10;9;9;11;10;7;5;7;10;11;5
291855 JUSSARI;-;-;1;-;1;-;1;1;-;-;-;1;1;1;-;1;-;-;-;-
291860 JUSSIAPE;7;6;3;4;4;3;7;3;1;2;2;2;4;4;2;-;1;1;-;-
291870 LAFAIETE COUTINHO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291875 LAGOA REAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291880 LAJE;3;5;10;5;15;14;2;1;3;2;-;-;8;7;1;1;-;2;3;-
291890 LAJEDAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291900 LAJEDINHO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291905 LAJEDO DO TABOCAL;6;2;6;23;12;9;10;9;13;8;7;12;7;1;6;5;8;1;1;1
291910 LAMARAO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
291915 LAPAO;12;12;26;39;47;15;15;8;18;19;9;21;8;25;23;23;14;18;13;13
291920 LAURO DE FREITAS;43;32;222;609;790;743;389;138;115;73;94;124;207;259;46;10;11;7;7;2
